ID,song,measure,ending,empty,key.local.major,key.global.major,tonic.local,tonic.global,chord.maj,chord.min,chord.aug,chord.dim,chord.sus4,chord.dom7,chord.min7,roman.numeral,roman.numeral.label,prev.roman.numeral,prev.roman.numeral.label,note.density,note.pitch.mean,note.velocity,rhythm.density,tempo,valence,arousal,valence.category,arousal.category,prev.valence,prev.arousal,prev.valence.category,prev.arousal.category,predicted.valence,predicted.arousal,predicted.valence.category,predicted.arousal.category
1326,BanjoTooie_Witchyworld.mid,13,0,0,0,1,A,D,6,9,0,1,0,0,0,4,#II,20,v,2.5,56.72500000000001,127.0,8,500000.0,0.39000000000000007,-0.635,M,L,0.39000000000000007,-0.635,M,L,0.2641622750000001,0.23437200000000002,M,H
1327,BanjoTooie_Witchyworld.mid,14,0,0,0,1,A,D,0,8,3,0,2,0,2,20,v,4,#II,2.5,55.050000000000004,127.0,6,500000.0,0.39666666666666667,-0.65,M,L,0.39000000000000007,-0.635,M,L,0.22870595,0.17554899999999996,M,M
1328,BanjoTooie_Witchyworld.mid,15,0,0,1,1,D,D,12,1,0,0,1,2,0,22,vi,20,v,2.625,52.785714285714285,127.0,8,500000.0,0.39333333333333337,-0.665,M,L,0.39666666666666667,-0.65,M,L,0.3454990714285715,0.18503274999999997,H,M
1329,BanjoTooie_Witchyworld.mid,16,0,0,1,1,D,D,8,0,0,8,0,0,0,6,IV,22,vi,2.5625,52.65853658536585,127.0,8,500000.0,0.37666666666666665,-0.6799999999999999,M,L,0.39333333333333337,-0.665,M,L,0.18223658536585363,0.262799875,M,H
1330,BanjoTooie_Witchyworld.mid,17,0,0,1,1,A,D,5,7,0,0,2,2,0,56,Vsus4,6,IV,2.4375,53.17948717948718,127.0,8,500000.0,0.38000000000000006,-0.685,M,L,0.37666666666666665,-0.6799999999999999,M,L,0.3065512051282051,0.225518125,M,H
1331,BanjoTooie_Witchyworld.mid,18,0,0,1,1,A#,D,9,0,0,0,0,3,4,57,#Vsus4,56,Vsus4,2.5,52.075,127.0,8,500000.0,0.38000000000000006,-0.675,M,L,0.38000000000000006,-0.685,M,L,0.35920692499999984,0.18272299999999997,H,M
1332,BanjoTooie_Witchyworld.mid,19,0,0,0,1,C,D,9,0,2,5,0,0,0,47,#vio,57,#Vsus4,2.5625,55.3170731707317,127.0,8,500000.0,0.3666666666666667,-0.6699999999999999,M,L,0.38000000000000006,-0.675,M,L,0.20780417073170732,0.22988287500000004,M,H
1333,BanjoTooie_Witchyworld.mid,20,0,0,0,1,D,D,5,0,0,0,0,6,5,61,I7,47,#vio,2.5,56.175,127.0,8,500000.0,0.3666666666666667,-0.6699999999999999,M,L,0.3666666666666667,-0.6699999999999999,M,L,0.33165282500000015,0.18029300000000004,H,M
1334,BanjoTooie_Witchyworld.mid,21,0,0,0,1,G,D,0,16,0,0,0,0,0,18,iv,61,I7,2.3125,53.0,127.0,8,500000.0,0.37666666666666665,-0.6699999999999999,M,L,0.3666666666666667,-0.6699999999999999,M,L,0.23925600000000002,0.271728375,M,H
1335,BanjoTooie_Witchyworld.mid,22,0,0,1,1,G,D,7,2,0,0,3,4,0,66,IV7,18,iv,2.25,52.66666666666667,127.0,8,500000.0,0.39999999999999997,-0.665,M,L,0.37666666666666665,-0.6699999999999999,M,L,0.33162633333333313,0.19452349999999996,H,M
1336,BanjoTooie_Witchyworld.mid,23,0,0,1,1,D,D,0,0,0,0,11,0,5,75,ii7,66,IV7,2.375,53.81578947368421,127.0,8,500000.0,0.38666666666666666,-0.665,M,L,0.39999999999999997,-0.665,M,L,0.3437341315789473,0.16017324999999993,H,M
1337,BanjoTooie_Witchyworld.mid,24,0,0,1,1,D#,D,7,0,0,7,0,0,2,44,vo,75,ii7,2.5625,53.756097560975604,127.0,8,500000.0,0.36000000000000004,-0.665,M,L,0.38666666666666666,-0.665,M,L,0.20952256097560962,0.251980875,M,H
1338,BanjoTooie_Witchyworld.mid,25,0,0,0,1,G,D,0,0,0,0,7,9,0,49,Isus4,44,vo,2.625,53.857142857142854,127.0,8,500000.0,0.3666666666666667,-0.665,M,L,0.36000000000000004,-0.665,M,L,0.28683371428571425,0.18182275000000003,M,M
1339,BanjoTooie_Witchyworld.mid,26,0,0,1,1,D,D,0,0,0,0,11,0,5,75,ii7,49,Isus4,2.375,53.81578947368421,127.0,8,500000.0,0.37666666666666665,-0.665,M,L,0.3666666666666667,-0.665,M,L,0.3437341315789473,0.16017324999999993,H,M
1340,BanjoTooie_Witchyworld.mid,27,0,0,1,1,D#,D,14,0,0,0,2,0,0,2,#I,75,ii7,2.5625,56.65853658536586,127.0,8,500000.0,0.38000000000000006,-0.665,M,L,0.37666666666666665,-0.665,M,L,0.36219258536585364,0.169867875,H,M
1341,BanjoTooie_Witchyworld.mid,28,0,0,1,1,D,D,5,0,0,0,6,4,1,49,Isus4,2,#I,2.6875,56.65116279069768,127.0,8,500000.0,0.38000000000000006,-0.665,M,L,0.38000000000000006,-0.665,M,L,0.3352937441860466,0.17959762499999998,H,M
1342,BanjoTooie_Witchyworld.mid,29,0,0,1,1,C#,D,1,1,0,0,5,4,5,62,#I7,49,Isus4,2.375,55.94736842105264,127.0,8,500000.0,0.38000000000000006,-0.665,M,L,0.38000000000000006,-0.665,M,L,0.3425798947368419,0.18717325000000007,H,M
1343,BanjoTooie_Witchyworld.mid,30,0,0,0,1,G,D,3,1,0,0,4,7,1,49,Isus4,62,#I7,2.5625,54.390243902439025,127.0,8,500000.0,0.38000000000000006,-0.665,M,L,0.38000000000000006,-0.665,M,L,0.2997729024390243,0.18555787499999998,M,M
1344,BanjoTooie_Witchyworld.mid,31,0,0,1,1,D,D,3,0,0,0,6,5,2,49,Isus4,49,Isus4,2.6875,55.27906976744187,127.0,8,500000.0,0.3466666666666667,-0.665,M,L,0.38000000000000006,-0.665,M,L,0.33162860465116273,0.18316762499999995,H,M
1345,BanjoTooie_Witchyworld.mid,32,0,0,0,1,G,D,1,1,0,0,3,11,0,62,#I7,49,Isus4,2.4375,55.0,127.0,8,500000.0,0.37333333333333335,-0.605,M,L,0.3466666666666667,-0.665,M,L,0.2890539999999999,0.198978125,M,M
1346,BanjoTooie_Witchyworld.mid,33,0,0,0,1,G,D,8,0,0,0,8,0,0,49,Isus4,62,#I7,2.4375,53.230769230769226,127.0,8,500000.0,0.40666666666666673,-0.59,M,L,0.37333333333333335,-0.605,M,L,0.3194126923076923,0.149918125,M,M
1347,BanjoTooie_Witchyworld.mid,34,0,0,1,1,D#,D,7,3,0,0,6,0,0,2,#I,49,Isus4,2.5625,54.414634146341456,127.0,8,500000.0,0.4033333333333333,-0.62,M,L,0.40666666666666673,-0.59,M,L,0.3279721463414633,0.186727875,H,M
1348,BanjoTooie_Witchyworld.mid,35,0,0,0,1,D#,D,6,0,0,0,3,0,0,2,#I,2,#I,0.6875,56.81818181818182,39.6875,2,500000.0,0.4166666666666667,-0.6,M,L,0.4033333333333333,-0.62,M,L,0.39428893750000005,-0.16032124999999992,H,L
-1349,BanjoTooie_Witchyworld.mid,36,1,1,1,1,C,C,0,0,0,0,0,0,0,0,no_chord,2,#I,0.0,0.0,0.0,0,500000.0,0.4166666666666667,-0.6,M,L,0.4166666666666667,-0.6,M,L,,,,
1349,Battle_of_Olympus_3MagicHearts.mid,0,0,0,1,1,G,C,5,0,0,0,7,4,0,56,Vsus4,0,no_chord,4.0625,56.276923076923076,80.0,4,500000.0,0.04111111111111113,-0.4075,M,L,0.04111111111111113,-0.4075,M,L,0.4062920307692308,-0.06801512500000001,H,L
1350,Battle_of_Olympus_3MagicHearts.mid,1,0,0,1,1,D#,C,7,8,0,0,0,0,1,13,i,56,Vsus4,4.125,55.42424242424242,80.0,5,500000.0,0.07444444444444442,-0.41500000000000004,M,L,0.04111111111111113,-0.4075,M,L,0.3904586666666665,0.02961674999999986,H,L
1351,Battle_of_Olympus_3MagicHearts.mid,2,0,0,1,1,G,C,5,0,0,0,7,4,0,56,Vsus4,13,i,4.0625,56.276923076923076,80.0,4,500000.0,0.022222222222222227,-0.4125,M,L,0.07444444444444442,-0.41500000000000004,M,L,0.4062920307692308,-0.06801512500000001,H,L
1352,Battle_of_Olympus_3MagicHearts.mid,3,0,0,1,1,D#,C,7,3,0,0,0,0,6,73,i7,56,Vsus4,4.3125,57.10144927536231,80.0,6,500000.0,0.009999999999999997,-0.38,M,L,0.022222222222222227,-0.4125,M,L,0.4326286376811592,0.039214375000000024,H,L
1353,Battle_of_Olympus_3MagicHearts.mid,4,0,0,1,1,A#,C,0,0,0,0,0,0,16,80,v7,73,i7,5.25,54.30952380952381,80.0,5,500000.0,0.04555555555555555,-0.3825,M,L,0.009999999999999997,-0.38,M,L,0.44853211904761914,-0.01725549999999998,H,L
1354,Battle_of_Olympus_3MagicHearts.mid,5,0,0,0,1,C,C,0,11,0,0,3,2,0,13,i,80,v7,5.25,55.41666666666667,80.0,6,500000.0,0.05888888888888889,-0.3925,M,L,0.04555555555555555,-0.3825,M,L,0.3132985833333334,0.09014750000000005,M,M
1355,Battle_of_Olympus_3MagicHearts.mid,6,0,0,0,1,F#,C,2,0,0,0,3,4,7,19,#iv,13,i,3.1875,52.23529411764705,80.0,16,500000.0,0.1111111111111111,-0.335,M,L,0.05888888888888889,-0.3925,M,L,0.4391341176470588,0.277096625,H,H
1356,Battle_of_Olympus_3MagicHearts.mid,7,0,0,1,1,F#,C,4,0,0,0,12,0,0,55,#IVsus4,19,#iv,1.9375,41.4516129032258,80.0,16,500000.0,0.18222222222222223,-0.17250000000000001,M,L,0.1111111111111111,-0.335,M,L,0.44628448387096764,0.257969125,H,H
1357,Battle_of_Olympus_3MagicHearts.mid,8,0,0,0,1,F#,C,3,0,0,0,2,4,7,19,#iv,55,#IVsus4,3.1875,52.705882352941174,80.0,16,500000.0,0.13,-0.15,M,L,0.18222222222222223,-0.17250000000000001,M,L,0.4426383529411766,0.27820662499999993,H,H
1358,Battle_of_Olympus_3MagicHearts.mid,9,0,0,0,1,F#,C,6,0,0,0,9,1,0,55,#IVsus4,19,#iv,2.9375,46.31914893617021,80.0,16,500000.0,0.13,-0.11250000000000002,M,M,0.13,-0.15,M,L,0.41786065957446805,0.2573471250000001,H,H
1359,Battle_of_Olympus_3MagicHearts.mid,10,0,0,0,1,F#,C,2,0,0,0,3,4,7,19,#iv,55,#IVsus4,3.1875,52.23529411764705,80.0,16,500000.0,0.11777777777777779,-0.0375,M,M,0.13,-0.11250000000000002,M,M,0.4391341176470588,0.277096625,H,H
1360,Battle_of_Olympus_3MagicHearts.mid,11,0,0,1,1,F#,C,4,0,0,0,12,0,0,55,#IVsus4,19,#iv,1.9375,41.4516129032258,80.0,16,500000.0,0.08,-0.025,M,M,0.11777777777777779,-0.0375,M,M,0.44628448387096764,0.257969125,H,H
1361,Battle_of_Olympus_3MagicHearts.mid,12,0,0,0,1,F#,C,3,0,0,0,2,4,7,19,#iv,55,#IVsus4,3.1875,52.705882352941174,80.0,16,500000.0,0.03777777777777777,0.0,M,M,0.08,-0.025,M,M,0.4426383529411766,0.27820662499999993,H,H
1362,Battle_of_Olympus_3MagicHearts.mid,13,0,0,1,1,F#,C,5,0,0,0,6,5,0,62,#I7,19,#iv,3.0,46.125,80.0,16,500000.0,0.03333333333333333,0.030000000000000002,M,M,0.03777777777777777,0.0,M,M,0.43373787499999994,0.286872,H,H
1363,Battle_of_Olympus_3MagicHearts.mid,14,0,0,1,1,F#,C,13,3,0,0,0,0,0,7,#IV,62,#I7,2.0625,49.151515151515156,80.0,8,500000.0,0.012222222222222226,0.045,M,M,0.03333333333333333,0.030000000000000002,M,M,0.4536346666666665,0.10244287499999993,H,M
1364,Battle_of_Olympus_3MagicHearts.mid,15,0,0,1,1,F#,C,10,3,0,0,0,0,0,7,#IV,7,#IV,1.625,46.769230769230774,80.0,5,500000.0,0.023333333333333334,0.045,M,M,0.012222222222222226,0.045,M,M,0.38427130769230755,0.03320174999999992,H,L
1365,Battle_of_Olympus_3MagicHearts.mid,16,0,0,0,1,C#,C,0,3,0,0,2,2,9,81,#v7,7,#IV,3.5625,61.38596491228071,80.0,9,500000.0,0.08888888888888888,0.045,M,M,0.023333333333333334,0.045,M,M,0.4244427719298246,0.13865087499999995,H,M
1366,Battle_of_Olympus_3MagicHearts.mid,17,0,0,0,1,G#,C,0,1,0,0,4,1,10,74,#i7,81,#v7,2.5625,61.14634146341463,80.0,9,500000.0,0.2,0.045,M,M,0.08888888888888888,0.045,M,M,0.4531354634146342,0.11382287499999999,H,M
1367,Battle_of_Olympus_3MagicHearts.mid,18,0,0,1,1,B,C,2,0,0,3,4,2,5,81,#v7,74,#i7,2.6875,64.11627906976744,80.0,11,500000.0,0.2222222222222222,0.045,M,M,0.2,0.045,M,M,0.4082244186046513,0.2153996250000001,H,H
1368,Battle_of_Olympus_3MagicHearts.mid,19,0,0,1,1,E,C,0,0,0,0,0,0,16,74,#i7,81,#v7,3.0,65.0,80.0,10,500000.0,0.24555555555555555,-0.0049999999999999975,M,M,0.2222222222222222,0.045,M,M,0.507665,0.15551399999999993,H,M
1369,Battle_of_Olympus_3MagicHearts.mid,20,0,0,0,1,C#,C,0,3,0,0,2,2,9,81,#v7,74,#i7,3.5625,61.38596491228071,80.0,9,500000.0,0.25333333333333335,-0.0325,M,M,0.24555555555555555,-0.0049999999999999975,M,M,0.4244427719298246,0.13865087499999995,H,M
1370,Battle_of_Olympus_3MagicHearts.mid,21,0,0,0,1,G#,C,0,1,0,0,4,1,10,74,#i7,81,#v7,2.5625,61.14634146341463,80.0,9,500000.0,0.1988888888888889,-0.0325,M,M,0.25333333333333335,-0.0325,M,M,0.4531354634146342,0.11382287499999999,H,M
1371,Battle_of_Olympus_3MagicHearts.mid,22,0,0,1,1,B,C,6,0,0,3,1,1,5,81,#v7,74,#i7,2.6875,64.20930232558139,80.0,10,500000.0,0.22444444444444445,-0.0325,M,M,0.1988888888888889,-0.0325,M,M,0.41892695348837194,0.1871966249999999,H,M
1372,Battle_of_Olympus_3MagicHearts.mid,23,0,0,0,1,C#,C,0,3,0,0,1,0,12,79,#iv7,81,#v7,3.25,64.76923076923077,80.0,11,500000.0,0.22666666666666668,-0.0325,M,M,0.22444444444444445,-0.0325,M,M,0.4527673076923078,0.1916065,H,M
1373,Battle_of_Olympus_3MagicHearts.mid,24,0,0,1,1,G,C,5,0,0,0,7,4,0,56,Vsus4,79,#iv7,4.0625,56.276923076923076,80.0,4,500000.0,0.20777777777777778,-0.0325,M,M,0.22666666666666668,-0.0325,M,M,0.4062920307692308,-0.06801512500000001,H,L
1374,Battle_of_Olympus_3MagicHearts.mid,25,0,0,1,1,D#,C,7,8,0,0,0,0,1,13,i,56,Vsus4,4.125,55.42424242424242,80.0,5,500000.0,0.08666666666666666,-0.030000000000000006,M,M,0.20777777777777778,-0.0325,M,M,0.3904586666666665,0.02961674999999986,H,L
1375,Battle_of_Olympus_3MagicHearts.mid,26,0,0,1,1,G,C,5,0,0,0,7,4,0,56,Vsus4,13,i,4.0625,56.276923076923076,80.0,4,500000.0,0.07555555555555554,-0.03250000000000001,M,M,0.08666666666666666,-0.030000000000000006,M,M,0.4062920307692308,-0.06801512500000001,H,L
1376,Battle_of_Olympus_3MagicHearts.mid,27,0,0,1,1,D#,C,7,3,0,0,0,0,6,73,i7,56,Vsus4,4.3125,57.10144927536231,80.0,6,500000.0,0.033333333333333326,-0.0525,M,M,0.07555555555555554,-0.03250000000000001,M,M,0.4326286376811592,0.039214375000000024,H,L
1377,Battle_of_Olympus_3MagicHearts.mid,28,0,0,1,1,A#,C,0,0,0,0,0,0,16,80,v7,73,i7,5.25,54.30952380952381,80.0,5,500000.0,0.038888888888888876,-0.06,M,M,0.033333333333333326,-0.0525,M,M,0.44853211904761914,-0.01725549999999998,H,L
1378,Battle_of_Olympus_3MagicHearts.mid,29,0,0,0,1,C,C,0,11,0,0,3,2,0,13,i,80,v7,5.25,55.41666666666667,80.0,6,500000.0,0.023333333333333327,-0.03,M,M,0.038888888888888876,-0.06,M,M,0.3132985833333334,0.09014750000000005,M,M
1379,Battle_of_Olympus_3MagicHearts.mid,30,0,0,0,1,A,C,2,0,0,0,3,4,7,22,vi,13,i,3.1875,55.23529411764706,80.0,16,500000.0,0.1122222222222222,-0.05499999999999999,M,M,0.023333333333333327,-0.03,M,M,0.44273111764705875,0.277096625,H,H
1380,Battle_of_Olympus_3MagicHearts.mid,31,0,0,1,1,A,C,5,3,0,0,8,0,0,58,VIsus4,22,vi,1.9375,44.451612903225815,80.0,16,500000.0,0.13666666666666666,-0.08249999999999999,M,M,0.1122222222222222,-0.05499999999999999,M,M,0.44187148387096775,0.2837091249999999,H,H
1381,Battle_of_Olympus_3MagicHearts.mid,32,0,0,0,1,A,C,3,0,0,0,2,4,7,22,vi,58,VIsus4,3.1875,55.705882352941174,80.0,16,500000.0,0.13555555555555554,0.005000000000000001,M,M,0.13666666666666666,-0.08249999999999999,M,M,0.44623535294117656,0.27820662499999993,H,H
1382,Battle_of_Olympus_3MagicHearts.mid,33,0,0,0,1,A,C,8,0,0,0,7,1,0,58,VIsus4,22,vi,2.9375,49.319148936170215,80.0,16,500000.0,0.12555555555555553,0.005000000000000001,M,M,0.13555555555555554,0.005000000000000001,M,M,0.4273376595744681,0.259567125,H,H
1383,Battle_of_Olympus_3MagicHearts.mid,34,0,0,0,1,A,C,2,0,0,0,3,4,7,22,vi,58,VIsus4,3.1875,55.23529411764706,80.0,16,500000.0,0.12666666666666668,0.005000000000000001,M,M,0.12555555555555553,0.005000000000000001,M,M,0.44273111764705875,0.277096625,H,H
1384,Battle_of_Olympus_3MagicHearts.mid,35,0,0,1,1,A,C,5,3,0,0,8,0,0,58,VIsus4,22,vi,1.9375,44.451612903225815,80.0,16,500000.0,0.12666666666666668,0.005000000000000001,M,M,0.12666666666666668,0.005000000000000001,M,M,0.44187148387096775,0.2837091249999999,H,H
1385,Battle_of_Olympus_3MagicHearts.mid,36,0,0,0,1,A,C,3,0,0,0,2,4,7,22,vi,58,VIsus4,3.1875,55.705882352941174,80.0,16,500000.0,0.12666666666666668,0.005000000000000001,M,M,0.12666666666666668,0.005000000000000001,M,M,0.44623535294117656,0.27820662499999993,H,H
1386,Battle_of_Olympus_3MagicHearts.mid,37,0,0,1,1,A,C,8,0,0,0,3,5,0,65,III7,22,vi,3.0,49.125,80.0,16,500000.0,0.10555555555555556,0.010000000000000002,M,M,0.12666666666666668,0.005000000000000001,M,M,0.44615487499999984,0.29020200000000007,H,H
1387,Battle_of_Olympus_3MagicHearts.mid,38,0,0,1,1,A,C,16,0,0,0,0,0,0,10,VI,65,III7,2.0625,52.151515151515156,80.0,8,500000.0,0.11444444444444442,0.075,M,M,0.10555555555555556,0.010000000000000002,M,M,0.47700166666666666,0.08114287500000006,H,M
1388,Battle_of_Olympus_3MagicHearts.mid,39,0,0,1,1,A,C,13,0,0,0,0,0,0,10,VI,10,VI,1.625,49.769230769230774,80.0,5,500000.0,0.09555555555555556,0.075,M,M,0.11444444444444442,0.075,M,M,0.4076383076923077,0.011901749999999933,H,L
1389,Battle_of_Olympus_3MagicHearts.mid,40,0,0,0,1,C,C,0,3,0,0,2,2,9,80,v7,10,VI,3.5625,60.385964912280706,80.0,9,500000.0,0.09222222222222223,0.075,M,M,0.09555555555555556,0.075,M,M,0.42324377192982465,0.13865087499999995,H,M
1390,Battle_of_Olympus_3MagicHearts.mid,41,0,0,0,1,G,C,0,1,0,0,4,1,10,73,i7,80,v7,2.5625,60.146341463414636,80.0,9,500000.0,0.09222222222222222,0.075,M,M,0.09222222222222223,0.075,M,M,0.4519364634146342,0.11382287499999999,H,M
1391,Battle_of_Olympus_3MagicHearts.mid,42,0,0,1,1,A#,C,3,0,0,3,3,2,5,80,v7,73,i7,2.6875,63.116279069767444,80.0,11,500000.0,0.12000000000000001,0.055,M,M,0.09222222222222222,0.075,M,M,0.4099654186046512,0.21650962500000004,H,H
1392,Battle_of_Olympus_3MagicHearts.mid,43,0,0,0,1,C,C,0,0,0,0,0,0,16,73,i7,80,v7,3.0,64.16666666666666,80.0,9,500000.0,0.16444444444444445,0.009999999999999995,M,M,0.12000000000000001,0.055,M,M,0.48167683333333333,0.111757,H,M
1393,Battle_of_Olympus_3MagicHearts.mid,44,0,0,0,1,C,C,0,3,0,0,2,2,9,80,v7,73,i7,3.5625,60.385964912280706,80.0,9,500000.0,0.13333333333333336,0.009999999999999995,M,M,0.16444444444444445,0.009999999999999995,M,M,0.42324377192982465,0.13865087499999995,H,M
1394,Battle_of_Olympus_3MagicHearts.mid,45,0,0,0,1,G,C,0,1,0,0,4,1,10,73,i7,80,v7,2.5625,60.146341463414636,80.0,9,500000.0,0.14222222222222225,0.009999999999999995,M,M,0.13333333333333336,0.009999999999999995,M,M,0.4519364634146342,0.11382287499999999,H,M
1395,Battle_of_Olympus_3MagicHearts.mid,46,0,0,1,1,A#,C,3,0,0,3,3,2,5,80,v7,73,i7,2.6875,63.116279069767444,80.0,11,500000.0,0.1377777777777778,0.009999999999999995,M,M,0.14222222222222225,0.009999999999999995,M,M,0.4099654186046512,0.21650962500000004,H,H
1396,Battle_of_Olympus_3MagicHearts.mid,47,0,0,0,1,C,C,0,0,0,0,0,0,16,73,i7,80,v7,3.3125,63.83018867924528,80.0,11,500000.0,0.14333333333333334,0.0025000000000000022,M,M,0.1377777777777778,0.009999999999999995,M,M,0.4800113962264151,0.17279137500000008,H,M
1397,Battle_of_Olympus_3MagicHearts.mid,48,0,0,0,1,A,C,0,7,0,0,2,5,2,22,vi,73,i7,3.0,60.166666666666664,100.0,11,500000.0,0.14333333333333334,0.0025000000000000022,M,M,0.14333333333333334,0.0025000000000000022,M,M,0.3416988333333333,0.26906699999999995,H,H
1398,Battle_of_Olympus_3MagicHearts.mid,49,0,0,1,1,C,C,0,1,0,0,3,0,12,82,vi7,22,vi,3.0,60.104166666666664,100.0,13,500000.0,0.13444444444444445,0.0025000000000000022,M,M,0.14333333333333334,0.0025000000000000022,M,M,0.4402818958333333,0.27173100000000017,H,H
1399,Battle_of_Olympus_3MagicHearts.mid,50,0,0,0,1,A,C,0,7,0,0,2,5,2,22,vi,82,vi7,3.0,60.166666666666664,100.0,11,500000.0,0.18555555555555556,0.0025000000000000022,M,M,0.13444444444444445,0.0025000000000000022,M,M,0.3416988333333333,0.26906699999999995,H,H
1400,Battle_of_Olympus_3MagicHearts.mid,51,0,0,0,1,A,C,0,0,0,0,4,0,12,82,vi7,22,vi,3.0,60.1875,100.0,13,500000.0,0.18777777777777777,0.007499999999999993,M,M,0.18555555555555556,0.0025000000000000022,M,M,0.4209618125,0.25090100000000026,H,H
1401,Battle_of_Olympus_3MagicHearts.mid,52,0,0,0,1,A,C,0,7,0,0,2,5,2,22,vi,82,vi7,3.0,60.166666666666664,100.0,11,500000.0,0.18666666666666665,0.007499999999999993,M,M,0.18777777777777777,0.007499999999999993,M,M,0.3416988333333333,0.26906699999999995,H,H
1402,Battle_of_Olympus_3MagicHearts.mid,53,0,0,1,1,C,C,0,1,0,0,3,0,12,82,vi7,22,vi,3.0,60.104166666666664,100.0,13,500000.0,0.18000000000000002,0.007499999999999993,M,M,0.18666666666666665,0.007499999999999993,M,M,0.4402818958333333,0.27173100000000017,H,H
1403,Battle_of_Olympus_3MagicHearts.mid,54,0,0,0,1,A,C,0,7,0,0,2,5,2,22,vi,82,vi7,3.0,60.166666666666664,100.0,11,500000.0,0.17444444444444446,0.007499999999999993,M,M,0.18000000000000002,0.007499999999999993,M,M,0.3416988333333333,0.26906699999999995,H,H
1404,Battle_of_Olympus_3MagicHearts.mid,55,0,0,0,1,A,C,0,5,0,0,4,0,7,22,vi,22,vi,4.1875,59.98507462686567,100.0,8,500000.0,0.17666666666666667,0.007499999999999993,M,M,0.17444444444444446,0.007499999999999993,M,M,0.3504441044776121,0.150348625,H,M
-1405,Battle_of_Olympus_3MagicHearts.mid,56,1,1,1,1,C,C,0,0,0,0,0,0,0,0,no_chord,22,vi,0.0,0.0,0.0,0,500000.0,0.17666666666666667,0.007499999999999993,M,M,0.17666666666666667,0.007499999999999993,M,M,,,,
1405,Battle_of_Olympus_ABraveWarrior.mid,0,0,0,1,1,F#,C,0,0,0,0,6,0,0,55,#IVsus4,0,no_chord,1.125,54.5,75.0,5,400000.0,0.47333333333333333,-0.12333333333333334,M,M,0.47333333333333333,-0.12333333333333334,M,M,0.2935855,0.2235327499999999,M,H
1406,Battle_of_Olympus_ABraveWarrior.mid,1,0,0,1,1,D,C,4,0,5,0,6,1,0,84,vii7,55,#IVsus4,1.875,60.53333333333333,100.0,4,400000.0,0.4766666666666666,-0.10833333333333334,M,M,0.47333333333333333,-0.12333333333333334,M,M,0.39669546666666683,0.09060425,H,M
1407,Battle_of_Olympus_ABraveWarrior.mid,2,0,0,0,1,B,C,0,6,5,0,5,0,0,24,vii,84,vii7,1.8125,61.13793103448276,100.0,4,400000.0,0.49166666666666664,-0.16333333333333336,M,L,0.4766666666666666,-0.10833333333333334,M,M,0.34246037931034484,0.11804937500000007,H,M
1408,Battle_of_Olympus_ABraveWarrior.mid,3,0,0,1,1,E,C,1,0,0,0,12,2,1,60,VIIsus4,24,vii,1.9375,58.483870967741936,100.0,4,400000.0,0.4983333333333333,-0.15833333333333333,M,L,0.49166666666666664,-0.16333333333333336,M,L,0.4296581612903226,0.05354912500000003,H,M
1409,Battle_of_Olympus_ABraveWarrior.mid,4,0,0,1,1,D,C,4,0,5,0,6,1,0,84,vii7,60,VIIsus4,1.875,60.53333333333333,100.0,4,400000.0,0.49666666666666665,-0.17,M,L,0.4983333333333333,-0.15833333333333333,M,L,0.39669546666666683,0.09060425,H,M
1410,Battle_of_Olympus_ABraveWarrior.mid,5,0,0,0,1,B,C,0,6,5,0,5,0,0,24,vii,84,vii7,1.8125,61.13793103448276,100.0,4,400000.0,0.49,-0.16833333333333333,M,L,0.49666666666666665,-0.17,M,L,0.34246037931034484,0.11804937500000007,H,M
1411,Battle_of_Olympus_ABraveWarrior.mid,6,0,0,0,1,F#,C,0,10,0,0,0,6,0,72,VII7,24,vii,2.1875,60.37142857142858,100.0,4,400000.0,0.49,-0.16833333333333333,M,L,0.49,-0.16833333333333333,M,L,0.3577213428571428,0.13956862499999995,H,M
1412,Battle_of_Olympus_ABraveWarrior.mid,7,0,0,1,1,D,C,4,0,5,0,6,1,0,84,vii7,72,VII7,1.875,60.53333333333333,100.0,4,400000.0,0.4883333333333333,-0.17833333333333334,M,L,0.49,-0.16833333333333333,M,L,0.39669546666666683,0.09060425,H,M
1413,Battle_of_Olympus_ABraveWarrior.mid,8,0,0,0,1,B,C,0,6,5,0,5,0,0,24,vii,84,vii7,1.8125,61.13793103448276,100.0,4,400000.0,0.48833333333333334,-0.18166666666666667,M,L,0.4883333333333333,-0.17833333333333334,M,L,0.34246037931034484,0.11804937500000007,H,M
1414,Battle_of_Olympus_ABraveWarrior.mid,9,0,0,1,1,E,C,1,0,0,0,12,2,1,60,VIIsus4,24,vii,1.9375,58.483870967741936,100.0,4,400000.0,0.49,-0.18333333333333335,M,L,0.48833333333333334,-0.18166666666666667,M,L,0.4296581612903226,0.05354912500000003,H,M
1415,Battle_of_Olympus_ABraveWarrior.mid,10,0,0,1,1,D,C,4,0,5,0,6,1,0,84,vii7,60,VIIsus4,1.875,60.53333333333333,100.0,4,400000.0,0.4649999999999999,-0.17500000000000002,M,L,0.49,-0.18333333333333335,M,L,0.39669546666666683,0.09060425,H,M
1416,Battle_of_Olympus_ABraveWarrior.mid,11,0,0,0,1,B,C,0,6,5,0,5,0,0,24,vii,84,vii7,1.8125,61.13793103448276,100.0,4,400000.0,0.46666666666666673,-0.17833333333333334,M,L,0.4649999999999999,-0.17500000000000002,M,L,0.34246037931034484,0.11804937500000007,H,M
