Word,Valence,ValenceCategory,Arousal,ArousalCategory,CategoryIndex
charade,-0.26249999999999996,L,-0.1924999999999999,L,0
charcoal,0.30000000000000004,M,-0.535,L,3
chardonnay,0.2749999999999999,M,-0.355,L,3
charge,-0.09749999999999992,L,-0.1875,L,0
charger,0.07000000000000006,M,-0.35250000000000004,L,3
chariot,0.2775000000000001,M,-0.22249999999999992,L,3
charisma,0.375,M,0.012499999999999956,M,4
charismatic,0.48750000000000004,M,-0.03750000000000009,M,4
charitable,0.5825,H,-0.375,L,6
charity,0.4624999999999999,M,-0.44499999999999995,L,3
charlatan,-0.20500000000000007,L,-0.07000000000000006,M,1
charm,0.585,H,-0.12250000000000005,M,7
charmer,0.38250000000000006,M,-0.05249999999999999,M,4
charming,0.5125,M,0.0,M,4
charred,-0.28500000000000003,L,-0.08000000000000007,M,1
chart,0.08749999999999991,M,-0.475,L,3
charter,0.13749999999999996,M,-0.29000000000000004,L,3
chase,-0.3075,L,0.3999999999999999,H,2
chaser,-0.07000000000000006,L,-0.02750000000000008,M,1
chassis,0.0,M,-0.28500000000000003,L,3
chaste,0.2024999999999999,M,-0.375,L,3
chastity,-0.25,L,-0.1200000000000001,M,1
chat,0.1875,M,-0.1825000000000001,L,3
chateau,0.3025,M,-0.38749999999999996,L,3
chatter,0.2250000000000001,M,-0.1399999999999999,M,4
chatterbox,-0.10000000000000009,L,-0.265,L,0
chatty,-0.14500000000000002,L,-0.10250000000000004,M,1
chauffeur,0.10499999999999998,M,-0.07499999999999996,M,4
chauvinist,-0.6,L,-0.05499999999999994,M,1
cheap,0.06000000000000005,M,-0.13250000000000006,M,4
cheapskate,-0.31000000000000005,L,-0.55,L,0
cheat,-0.48750000000000004,L,-0.022499999999999964,M,1
cheater,-0.5125,L,0.23750000000000004,M,1
check,0.38749999999999996,M,-0.405,L,3
checkbook,-0.03499999999999992,L,-0.1775,L,0
checker,-0.014999999999999902,L,-0.32999999999999996,L,0
checkered,-0.07250000000000001,L,-0.35750000000000004,L,0
checkers,0.06000000000000005,M,-0.43999999999999995,L,3
checklist,0.3500000000000001,M,-0.36250000000000004,L,3
checkmate,0.03499999999999992,M,-0.08749999999999991,M,4
checkout,0.1499999999999999,M,-0.21500000000000008,L,3
checkpoint,-0.1399999999999999,L,-0.08250000000000002,M,1
checkup,-0.1299999999999999,L,-0.0674999999999999,M,1
cheek,0.2250000000000001,M,-0.38249999999999995,L,3
cheeky,0.17500000000000004,M,0.11749999999999994,M,4
cheer,0.5249999999999999,M,0.08250000000000002,M,4
cheerful,0.75,H,0.18999999999999995,M,7
cheerleader,0.1975,M,0.125,M,4
cheerleading,0.17500000000000004,M,-0.012499999999999956,M,4
cheery,0.5525,H,0.21500000000000008,M,7
cheese,0.4524999999999999,M,-0.30000000000000004,L,3
cheeseburger,0.55,H,-0.10499999999999998,M,7
cheesecake,0.6675,H,-0.39249999999999996,L,6
cheesy,-0.02499999999999991,L,-0.22750000000000004,L,0
cheetah,0.3174999999999999,M,0.0774999999999999,M,4
chef,0.2875000000000001,M,-0.48750000000000004,L,3
chemical,-0.02750000000000008,L,-0.39749999999999996,L,0
chemist,-0.012499999999999956,L,-0.26249999999999996,L,0
chemistry,0.18500000000000005,M,-0.10250000000000004,M,4
chemo,-0.875,L,-0.04499999999999993,M,1
chemotherapy,-0.6875,L,0.012499999999999956,M,1
cherish,0.4375,M,-0.21500000000000008,L,3
cherry,0.5125,M,-0.022499999999999964,M,4
cherub,0.07250000000000001,M,-0.44499999999999995,L,3
chess,0.012499999999999956,M,-0.535,L,3
chest,0.04499999999999993,M,-0.012499999999999956,M,4
chestnut,0.16999999999999993,M,-0.39249999999999996,L,3
chew,0.14500000000000002,M,-0.30000000000000004,L,3
chewy,0.09250000000000003,M,-0.29500000000000004,L,3
chic,0.36749999999999994,M,0.02499999999999991,M,4
chick,0.21500000000000008,M,-0.24,L,3
chicken,0.2925,M,-0.44999999999999996,L,3
chicken pox,-0.4525,L,0.0475000000000001,M,1
chickenpox,-0.56,L,-0.050000000000000044,M,1
chief,0.20750000000000002,M,-0.4375,L,3
chiffon,0.25,M,-0.08000000000000007,M,4
child,0.55,H,0.08250000000000002,M,7
childbirth,0.405,M,0.15500000000000003,M,4
childhood,0.4125000000000001,M,-0.3175,L,3
childish,-0.02750000000000008,L,0.0,M,1
childless,-0.35750000000000004,L,-0.4275,L,0
childlike,0.2250000000000001,M,0.03750000000000009,M,4
children,0.3400000000000001,M,0.022499999999999964,M,4
chili,-0.13749999999999996,L,-0.09499999999999997,M,1
chill,0.040000000000000036,M,-0.4375,L,3
chilling,-0.08250000000000002,L,0.15999999999999992,M,1
chilly,-0.14749999999999996,L,0.0,M,1
chime,0.26249999999999996,M,-0.2250000000000001,L,3
chimney,-0.02750000000000008,L,-0.6375,L,0
chimp,0.25,M,-0.30000000000000004,L,3
chimpanzee,0.3474999999999999,M,-0.275,L,3
chin,0.01750000000000007,M,-0.29000000000000004,L,3
chinchilla,0.2875000000000001,M,-0.14250000000000007,L,3
chip,0.33000000000000007,M,-0.5625,L,3
chipmunk,0.5825,H,-0.30000000000000004,L,6
chipper,0.23750000000000004,M,-0.0625,M,4
chiropractor,0.07499999999999996,M,-0.1775,L,3
chirp,0.2250000000000001,M,-0.2124999999999999,L,3
chisel,0.0625,M,-0.36250000000000004,L,3
chiseler,-0.16999999999999993,L,-0.26249999999999996,L,0
chitchat,0.25,M,-0.28,L,3
chivalry,0.42500000000000004,M,-0.26249999999999996,L,3
chloride,-0.16999999999999993,L,-0.15999999999999992,L,0
chlorine,-0.29000000000000004,L,-0.14250000000000007,L,0
chloroform,-0.5,L,0.2875000000000001,M,1
chocolate,0.6575,H,0.03499999999999992,M,7
choice,0.3400000000000001,M,-0.37,L,3
choir,0.2875000000000001,M,-0.4275,L,3
choke,-0.645,L,0.07499999999999996,M,1
cholera,-0.58,L,-0.25,L,0
cholesterol,-0.31000000000000005,L,-0.48750000000000004,L,0
choose,0.25,M,-0.35,L,3
choosy,0.07250000000000001,M,-0.4,L,3
chop,-0.10000000000000009,L,-0.14250000000000007,L,0
chopper,0.012499999999999956,M,-0.36250000000000004,L,3
choppers,-0.050000000000000044,L,0.012499999999999956,M,1
chord,0.1875,M,-0.57,L,3
chore,-0.275,L,-0.050000000000000044,M,1
choreographer,0.08000000000000007,M,-0.22750000000000004,L,3
choreography,0.23750000000000004,M,0.20500000000000007,M,4
chorus,0.25,M,-0.19999999999999996,L,3
chow,0.29000000000000004,M,-0.20750000000000002,L,3
chowder,0.25,M,-0.27249999999999996,L,3
christen,0.17500000000000004,M,-0.475,L,3
christening,0.19999999999999996,M,-0.2925,L,3
christmas,0.8424999999999998,H,0.2250000000000001,M,7
chrome,0.31499999999999995,M,-0.25,L,3
chromium,-0.050000000000000044,L,-0.525,L,0
chromosome,-0.012499999999999956,L,-0.53,L,0
chronic,-0.28500000000000003,L,-0.022499999999999964,M,1
chronicle,0.2749999999999999,M,-0.35250000000000004,L,3
chubby,-0.16749999999999998,L,-0.030000000000000027,M,1
chuck,0.014999999999999902,M,-0.26249999999999996,L,3
chuckle,0.5249999999999999,M,0.07499999999999996,M,4
chug,0.050000000000000044,M,-0.4525,L,3
chum,0.07499999999999996,M,-0.20500000000000007,L,3
chummy,0.23750000000000004,M,-0.1975,L,3
chump,-0.2250000000000001,L,-0.26249999999999996,L,0
chunk,-0.08250000000000002,L,-0.25,L,0
chunky,-0.2250000000000001,L,-0.39749999999999996,L,0
church,0.05249999999999999,M,-0.3425,L,3
churn,-0.040000000000000036,L,-0.17999999999999994,L,0
chute,-0.23750000000000004,L,-0.5725,L,0
chutney,0.012499999999999956,M,-0.405,L,3
cider,0.1499999999999999,M,-0.39749999999999996,L,3
cigar,-0.1499999999999999,L,-0.1825000000000001,L,0
cigarette,-0.5,L,-0.25,L,0
cilantro,0.2024999999999999,M,-0.5125,L,3
cinch,-0.13250000000000006,L,-0.42500000000000004,L,0
cinder,-0.050000000000000044,L,-0.27249999999999996,L,0
cinema,0.4650000000000001,M,0.26249999999999996,M,4
cinematic,0.26249999999999996,M,-0.1625000000000001,L,3
cinematography,0.10749999999999993,M,-0.25,L,3
cinnamon,0.4375,M,-0.31999999999999995,L,3
cipher,0.1775,M,-0.11250000000000004,M,4
circle,0.18999999999999995,M,-0.4175,L,3
circuit,-0.04499999999999993,L,-0.1625000000000001,L,0
circuitry,-0.1499999999999999,L,-0.4175,L,0
circular,0.11749999999999994,M,-0.4,L,3
circulate,0.0475000000000001,M,-0.25,L,3
circulation,0.1775,M,-0.23750000000000004,L,3
circulatory,0.11749999999999994,M,-0.1775,L,3
circumcision,-0.22249999999999992,L,-0.0674999999999999,M,1
circumference,0.06000000000000005,M,-0.5725,L,3
circumstance,0.0,M,-0.39749999999999996,L,3
circumstantial,-0.25,L,-0.125,M,1
circumvent,0.0,M,-0.25,L,3
circus,0.2124999999999999,M,0.11250000000000004,M,4
cirque,0.08000000000000007,M,-0.10000000000000009,M,4
cirrhosis,-0.7849999999999999,L,-0.06000000000000005,M,1
citadel,0.15250000000000008,M,-0.2875,L,3
citation,-0.32499999999999996,L,-0.30000000000000004,L,0
cite,-0.012499999999999956,L,-0.25,L,0
citizen,0.35749999999999993,M,-0.5925,L,3
citizenship,0.56,H,0.14500000000000002,M,7
citrus,0.3400000000000001,M,-0.20999999999999996,L,3
city,0.28,M,0.020000000000000018,M,4
citywide,0.17500000000000004,M,-0.10749999999999993,M,4
civic,0.18500000000000005,M,-0.375,L,3
civics,0.08250000000000002,M,-0.2875,L,3
civil,0.19999999999999996,M,-0.5125,L,3
civilian,0.1200000000000001,M,-0.32499999999999996,L,3
civility,0.21750000000000003,M,-0.45499999999999996,L,3
civilization,0.30000000000000004,M,-0.32499999999999996,L,3
civilized,0.3700000000000001,M,-0.4425,L,3
claim,0.03750000000000009,M,-0.275,L,3
clairvoyant,0.1975,M,0.08749999999999991,M,4
clam,-0.07499999999999996,L,-0.41000000000000003,L,0
clambake,-0.10000000000000009,L,-0.20750000000000002,L,0
clammy,-0.2975,L,-0.5125,L,0
clamp,-0.10000000000000009,L,0.012499999999999956,M,1
clan,0.050000000000000044,M,-0.30500000000000005,L,3
clandestine,0.16749999999999998,M,-0.26249999999999996,L,3
clang,-0.2250000000000001,L,-0.09749999999999992,M,1
clap,0.26249999999999996,M,0.03750000000000009,M,4
clapper,0.040000000000000036,M,-0.13749999999999996,M,4
clarification,0.2649999999999999,M,-0.4375,L,3
clarify,0.25,M,-0.5375,L,3
clarinet,-0.06499999999999995,L,-0.485,L,0
clarity,0.565,H,-0.33999999999999997,L,6
clash,-0.26,L,0.16749999999999998,M,1
clasp,0.0475000000000001,M,-0.37,L,3
class,0.1825000000000001,M,-0.14250000000000007,L,3
classic,0.33000000000000007,M,-0.345,L,3
classic rock,0.1975,M,-0.05499999999999994,M,4
classical,0.4475,M,-0.3125,L,3
classification,-0.05750000000000011,L,-0.38749999999999996,L,0
classified,0.13250000000000006,M,-0.09749999999999992,M,4
classify,0.1499999999999999,M,-0.1875,L,3
classmate,0.23750000000000004,M,-0.42000000000000004,L,3
classroom,0.14250000000000007,M,-0.25,L,3
classy,0.4075,M,-0.21500000000000008,L,3
clatter,-0.23750000000000004,L,0.010000000000000009,M,1
clause,-0.02499999999999991,L,-0.42000000000000004,L,0
claustrophobia,-0.525,L,0.08250000000000002,M,1
claustrophobic,-0.5125,L,0.2975000000000001,M,1
clavicle,-0.14500000000000002,L,-0.25,L,0
claw,-0.08749999999999991,L,-0.3375,L,0
clay,0.11250000000000004,M,-0.29000000000000004,L,3
clean,0.5225,M,-0.35750000000000004,L,3
cleaner,0.19999999999999996,M,-0.4575,L,3
cleanliness,0.5525,H,-0.23750000000000004,L,6
cleanse,0.4125000000000001,M,-0.11749999999999994,M,4
cleanser,0.3500000000000001,M,-0.34750000000000003,L,3
cleansing,0.4624999999999999,M,-0.125,M,4
cleanup,-0.03499999999999992,L,-0.49,L,0
clear,0.2849999999999999,M,-0.5725,L,3
clearance,0.405,M,-0.125,M,4
cleat,-0.18999999999999995,L,-0.34750000000000003,L,0
cleavage,0.13250000000000006,M,0.3225,M,4
cleaver,-0.012499999999999956,L,0.02499999999999991,M,1
cleft,-0.15999999999999992,L,-0.365,L,0
clemency,0.03750000000000009,M,-0.42500000000000004,L,3
clench,-0.32999999999999996,L,-0.22249999999999992,L,0
clergy,-0.050000000000000044,L,-0.5125,L,0
cleric,-0.08749999999999991,L,-0.45499999999999996,L,0
clerical,-0.08749999999999991,L,-0.4625,L,0
clerk,-0.06000000000000005,L,-0.2875,L,0
clever,0.5900000000000001,H,0.0625,M,7
cleverness,0.48750000000000004,M,0.13749999999999996,M,4
click,0.17500000000000004,M,-0.5475,L,3
clicker,0.08000000000000007,M,-0.345,L,3
client,0.05499999999999994,M,-0.5125,L,3
clientele,0.02499999999999991,M,-0.31499999999999995,L,3
cliff,-0.05750000000000011,L,0.04499999999999993,M,1
climate,0.19999999999999996,M,-0.26249999999999996,L,3
climax,0.6325000000000001,H,0.4575,H,8
climb,0.15500000000000003,M,-0.26249999999999996,L,3
climber,0.25,M,-0.13749999999999996,M,4
clinch,-0.03750000000000009,L,-0.25,L,0
cling,-0.050000000000000044,L,-0.25,L,0
clingy,-0.40249999999999997,L,-0.24,L,0
clinic,-0.012499999999999956,L,-0.5125,L,0
clinical,-0.04499999999999993,L,-0.2250000000000001,L,0
clink,0.0,M,-0.08000000000000007,M,4
clip,0.09000000000000008,M,-0.525,L,3
clipboard,-0.0625,L,-0.5825,L,0
clipper,0.16749999999999998,M,-0.39,L,3
clipping,0.02499999999999991,M,-0.2124999999999999,L,3
clique,-0.2350000000000001,L,-0.14500000000000002,L,0
clitoris,0.14250000000000007,M,0.1625000000000001,M,4
cloak,0.23750000000000004,M,-0.2250000000000001,L,3
cloaking,-0.012499999999999956,L,-0.2975,L,0
cloakroom,-0.012499999999999956,L,-0.5125,L,0
clobber,-0.25,L,-0.14250000000000007,L,0
clock,0.1625000000000001,M,-0.4125,L,3
clockwork,0.14500000000000002,M,-0.1924999999999999,L,3
clod,-0.355,L,-0.375,L,0
clog,-0.5125,L,-0.4425,L,0
clone,-0.20500000000000007,L,-0.26249999999999996,L,0
cloning,-0.1775,L,-0.03499999999999992,M,1
close,0.05750000000000011,M,-0.2975,L,3
closeness,0.4624999999999999,M,-0.275,L,3
closet,0.02499999999999991,M,-0.36250000000000004,L,3
closure,0.05249999999999999,M,-0.4525,L,3
clot,-0.5125,L,-0.20750000000000002,L,0
cloth,0.30000000000000004,M,-0.605,L,3
clothe,0.18500000000000005,M,-0.33999999999999997,L,3
clothes,0.4424999999999999,M,-0.46499999999999997,L,3
clothesline,0.05750000000000011,M,-0.1725000000000001,L,3
clothing,0.3425,M,-0.1399999999999999,M,4
cloud,0.30000000000000004,M,-0.5475,L,3
clouds,0.43999999999999995,M,-0.6825,L,3
cloudy,-0.02750000000000008,L,-0.41000000000000003,L,0
clout,0.06000000000000005,M,-0.1299999999999999,M,4
clove,0.13250000000000006,M,-0.42000000000000004,L,3
clover,0.09250000000000003,M,-0.485,L,3
clown,0.09000000000000008,M,-0.014999999999999902,M,4
club,0.375,M,-0.31000000000000005,L,3
clubhouse,0.36749999999999994,M,-0.3075,L,3
cluck,-0.0625,L,-0.275,L,0
clue,0.09499999999999997,M,-0.37,L,3
clueless,-0.375,L,-0.3125,L,0
clump,-0.27,L,-0.4375,L,0
clumsy,-0.21500000000000008,L,-0.21999999999999997,L,0
clunk,-0.1499999999999999,L,-0.2250000000000001,L,0
cluster,0.012499999999999956,M,-0.1975,L,3
clutch,-0.050000000000000044,L,-0.24,L,0
clutter,-0.3325,L,-0.32999999999999996,L,0
coach,0.17999999999999994,M,-0.4125,L,3
coachman,0.05499999999999994,M,-0.48750000000000004,L,3
coal,-0.1100000000000001,L,-0.6125,L,0
coalition,-0.02499999999999991,L,-0.275,L,0
coarse,-0.125,L,-0.33499999999999996,L,0
coast,0.2250000000000001,M,-0.20750000000000002,L,3
coastal,0.3025,M,-0.17500000000000004,L,3
coaster,0.1200000000000001,M,-0.40249999999999997,L,3
coastline,0.625,H,-0.38749999999999996,L,6
coat,0.07250000000000001,M,-0.475,L,3
coating,0.0625,M,-0.35250000000000004,L,3
coax,0.06499999999999995,M,-0.1299999999999999,M,4
cobalt,0.15749999999999997,M,-0.4125,L,3
cobbler,0.25,M,-0.52,L,3
cobra,-0.14500000000000002,L,0.1775,M,1
cocaine,-0.48750000000000004,L,-0.125,M,1
cock,0.012499999999999956,M,0.18500000000000005,M,4
cockamamie,-0.21500000000000008,L,-0.24,L,0
cockeyed,-0.26249999999999996,L,-0.13749999999999996,M,1
cockpit,0.13250000000000006,M,-0.02499999999999991,M,4
cockroach,-0.635,L,0.05499999999999994,M,1
cocksucker,-0.5225,L,0.27249999999999996,M,1
cocktail,0.48750000000000004,M,0.1499999999999999,M,4
cocky,-0.38749999999999996,L,0.19999999999999996,M,1
cocoa,0.5825,H,0.0,M,7
coconut,0.38749999999999996,M,-0.08250000000000002,M,4
cocoon,0.05499999999999994,M,-0.5375,L,3
cod,0.05249999999999999,M,-0.26249999999999996,L,3
code,-0.08250000000000002,L,-0.56,L,0
codeine,-0.03750000000000009,L,-0.07000000000000006,M,1
codfish,0.040000000000000036,M,-0.48750000000000004,L,3
coding,0.06000000000000005,M,-0.38749999999999996,L,3
coed,0.16999999999999993,M,-0.345,L,3
coerce,-0.42000000000000004,L,0.11250000000000004,M,1
coercion,-0.375,L,-0.16749999999999998,L,0
coexist,0.23750000000000004,M,-0.38,L,3
coffee,0.5,M,0.02499999999999991,M,4
coffee table,0.21500000000000008,M,-0.31999999999999995,L,3
coffeehouse,0.5625,H,-0.36250000000000004,L,6
coffeepot,0.06499999999999995,M,-0.34750000000000003,L,3
coffin,-0.5925,L,-0.17500000000000004,L,0
cog,-0.11250000000000004,L,-0.25,L,0
cognac,-0.03750000000000009,L,-0.0475000000000001,M,1
cognitive,0.16999999999999993,M,0.0674999999999999,M,4
coherent,0.23750000000000004,M,-0.47750000000000004,L,3
coil,-0.014999999999999902,L,-0.31999999999999995,L,0
coin,0.38749999999999996,M,-0.4675,L,3
coincide,0.0674999999999999,M,-0.28,L,3
coincidence,0.14500000000000002,M,-0.28500000000000003,L,3
coincidental,0.16999999999999993,M,-0.2124999999999999,L,3
coke,0.38749999999999996,M,-0.17500000000000004,L,3
Coke,0.405,M,-0.13749999999999996,M,4
cola,0.16749999999999998,M,-0.1775,L,3
cold,-0.16999999999999993,L,-0.36250000000000004,L,0
coleslaw,-0.02499999999999991,L,-0.38749999999999996,L,0
colic,-0.5125,L,-0.5275,L,0
coliseum,0.1399999999999999,M,-0.2350000000000001,L,3
collaborate,0.2875000000000001,M,-0.17500000000000004,L,3
collaboration,0.0475000000000001,M,-0.15250000000000008,L,3
collaborator,-0.022499999999999964,L,-0.0674999999999999,M,1
collage,0.012499999999999956,M,-0.39,L,3
collagen,-0.18500000000000005,L,-0.30000000000000004,L,0
collapse,-0.4075,L,0.2849999999999999,M,1
collar,-0.012499999999999956,L,-0.4175,L,0
collarbone,0.02499999999999991,M,-0.535,L,3
collateral,-0.22249999999999992,L,-0.275,L,0
colleague,0.06499999999999995,M,-0.375,L,3
collect,0.2250000000000001,M,-0.46499999999999997,L,3
collection,0.2250000000000001,M,-0.1399999999999999,M,4
collective,0.0475000000000001,M,-0.535,L,3
collector,0.0674999999999999,M,-0.022499999999999964,M,4
college,0.3600000000000001,M,-0.25,L,3
collegiate,0.07499999999999996,M,-0.012499999999999956,M,4
collide,-0.475,L,-0.16749999999999998,L,0
collie,0.44999999999999996,M,-0.32999999999999996,L,3
collision,-0.5125,L,0.2250000000000001,M,1
cologne,0.26249999999999996,M,-0.35,L,3
colon,-0.24,L,-0.33999999999999997,L,0
colonel,0.04499999999999993,M,-0.275,L,3
colonial,-0.012499999999999956,L,-0.5725,L,0
colonic,-0.2875,L,-0.28500000000000003,L,0
colonoscopy,-0.6,L,-0.23750000000000004,L,0
colony,0.1299999999999999,M,-0.20750000000000002,L,3
color,0.5125,M,-0.45499999999999996,L,3
colored,0.39250000000000007,M,-0.0674999999999999,M,4
colorful,0.6074999999999999,H,-0.35250000000000004,L,6
coloring,0.3225,M,-0.14749999999999996,L,3
colossal,-0.16749999999999998,L,-0.010000000000000009,M,1
columbine,-0.32499999999999996,L,0.03499999999999992,M,1
column,0.0,M,-0.47250000000000003,L,3
columnist,0.11749999999999994,M,-0.4375,L,3
com,0.18999999999999995,M,-0.1625000000000001,L,3
coma,-0.7775000000000001,L,-0.48750000000000004,L,0
comatose,-0.75,L,-0.4625,L,0
comb,0.1625000000000001,M,-0.6675,L,3
combat,-0.5125,L,0.27249999999999996,M,1
combative,-0.3375,L,0.1499999999999999,M,1
combination,0.11749999999999994,M,-0.375,L,3
combine,-0.040000000000000036,L,-0.33999999999999997,L,0
combo,0.2925,M,-0.1299999999999999,M,4
combustion,-0.14250000000000007,L,0.31499999999999995,M,1
come,0.15999999999999992,M,-0.35750000000000004,L,3
comeback,0.2849999999999999,M,-0.02750000000000008,M,4
comedian,0.6499999999999999,H,0.19500000000000006,M,7
comedy,0.7625000000000002,H,0.25,M,7
comet,0.4750000000000001,M,-0.050000000000000044,M,4
comfort,0.56,H,-0.56,L,6
comfortable,0.6675,H,-0.655,L,6
comforter,0.4125000000000001,M,-0.2875,L,3
comforting,0.6174999999999999,H,-0.5,L,6
comfy,0.5625,H,-0.53,L,6
comic,0.625,H,-0.17500000000000004,L,6
comical,0.48750000000000004,M,0.02499999999999991,M,4
comics,0.48750000000000004,M,-0.14749999999999996,L,3
comma,-0.13250000000000006,L,-0.4425,L,0
command,-0.2024999999999999,L,-0.08749999999999991,M,1
commandant,0.040000000000000036,M,-0.26249999999999996,L,3
commandeer,-0.14250000000000007,L,-0.13749999999999996,M,1
commander,-0.0674999999999999,L,-0.10000000000000009,M,1
commanding,-0.10749999999999993,L,0.23750000000000004,M,1
commandment,0.13749999999999996,M,-0.20999999999999996,L,3
commando,0.1299999999999999,M,0.23750000000000004,M,4
commemorate,0.18500000000000005,M,-0.56,L,3
commemorative,0.20999999999999996,M,-0.17500000000000004,L,3
commence,0.08000000000000007,M,-0.2975,L,3
commend,0.5,M,-0.4425,L,3
commendable,0.43999999999999995,M,-0.3125,L,3
commendation,0.2975000000000001,M,-0.07250000000000001,M,4
comment,0.1625000000000001,M,-0.36,L,3
commentary,0.125,M,-0.375,L,3
commentator,0.02750000000000008,M,-0.2250000000000001,L,3
commerce,0.05249999999999999,M,-0.26249999999999996,L,3
commercial,-0.22249999999999992,L,-0.14250000000000007,L,0
commie,-0.28500000000000003,L,-0.06000000000000005,M,1
commissary,0.0,M,-0.41000000000000003,L,3
commission,0.2024999999999999,M,-0.10250000000000004,M,4
commissioner,-0.08000000000000007,L,-0.4375,L,0
commit,0.2124999999999999,M,-0.375,L,3
commitment,0.3325,M,-0.18500000000000005,L,3
committee,0.1299999999999999,M,-0.36,L,3
commodity,0.21500000000000008,M,-0.3125,L,3
commodore,-0.04499999999999993,L,-0.48750000000000004,L,0
common,0.2350000000000001,M,-0.6425,L,3
commoner,-0.14500000000000002,L,-0.48750000000000004,L,0
commonplace,0.1200000000000001,M,-0.5,L,3
commotion,-0.2250000000000001,L,-0.3175,L,0
communal,0.11749999999999994,M,-0.5,L,3
commune,0.0,M,-0.3075,L,3
communicate,0.32000000000000006,M,-0.3025,L,3
communication,0.4325000000000001,M,-0.20999999999999996,L,3
communicator,0.10499999999999998,M,-0.4175,L,3
communion,0.09250000000000003,M,-0.375,L,3
communism,-0.515,L,0.02499999999999991,M,1
communist,-0.44499999999999995,L,0.02499999999999991,M,1
community,0.27249999999999996,M,-0.30000000000000004,L,3
commute,-0.21500000000000008,L,-0.4625,L,0
commuter,-0.09250000000000003,L,-0.35,L,0
comp,0.29000000000000004,M,-0.37,L,3
compact,-0.012499999999999956,L,-0.3125,L,0
companion,0.5625,H,-0.2350000000000001,L,6
companionship,0.7250000000000001,H,0.012499999999999956,M,7
company,0.15999999999999992,M,-0.4275,L,3
comparable,0.10000000000000009,M,-0.25,L,3
comparative,0.012499999999999956,M,-0.27249999999999996,L,3
compare,0.022499999999999964,M,-0.30500000000000005,L,3
comparison,0.02750000000000008,M,-0.52,L,3
compartment,0.09000000000000008,M,-0.35750000000000004,L,3
compass,0.1875,M,-0.5375,L,3
compassion,0.7250000000000001,H,-0.125,M,7
compassionate,0.7375,H,-0.0674999999999999,M,7
compatibility,0.375,M,0.08000000000000007,M,4
compatible,0.3225,M,-0.24,L,3
compel,-0.02750000000000008,L,-0.16749999999999998,L,0
compelling,0.25,M,0.03499999999999992,M,4
compensate,0.3400000000000001,M,0.11749999999999994,M,4
compensation,0.38749999999999996,M,-0.0674999999999999,M,4
compete,0.08749999999999991,M,-0.1499999999999999,L,3
competence,0.2875000000000001,M,-0.31999999999999995,L,3
competent,0.26249999999999996,M,-0.22750000000000004,L,3
competition,0.08250000000000002,M,0.1875,M,4
competitive,0.11250000000000004,M,0.17500000000000004,M,4
competitor,-0.13749999999999996,L,0.33000000000000007,M,1
compile,0.05249999999999999,M,-0.3125,L,3
complacent,-0.11749999999999994,L,-0.3225,L,0
complain,-0.475,L,0.04499999999999993,M,1
complaint,-0.4475,L,-0.1775,L,0
complement,0.42500000000000004,M,0.2250000000000001,M,4
complete,0.375,M,-0.6075,L,3
completion,0.595,H,-0.18999999999999995,L,6
complex,-0.1975,L,-0.10000000000000009,M,1
complexion,0.10499999999999998,M,-0.11250000000000004,M,4
complexity,0.09250000000000003,M,0.03249999999999997,M,4
compliance,0.04499999999999993,M,-0.5375,L,3
complicate,-0.42500000000000004,L,-0.012499999999999956,M,1
complicated,-0.29500000000000004,L,0.1875,M,1
complication,-0.48750000000000004,L,-0.11250000000000004,M,1
complicity,-0.13749999999999996,L,-0.35250000000000004,L,0
compliment,0.56,H,0.2250000000000001,M,7
complimentary,0.4750000000000001,M,0.03750000000000009,M,4
comply,-0.1875,L,-0.58,L,0
component,0.15500000000000003,M,-0.1825000000000001,L,3
compose,0.15999999999999992,M,-0.2875,L,3
composer,0.355,M,-0.41000000000000003,L,3
composite,-0.02750000000000008,L,-0.36250000000000004,L,0
composition,0.1299999999999999,M,-0.4,L,3
compost,0.11749999999999994,M,-0.5725,L,3
compound,0.15500000000000003,M,-0.375,L,3
comprehend,0.39250000000000007,M,-0.265,L,3
comprehension,0.31000000000000005,M,-0.4175,L,3
comprehensive,0.4475,M,-0.35,L,3
compress,-0.03750000000000009,L,0.0,M,1
compressed,-0.25,L,-0.35750000000000004,L,0
compression,-0.05249999999999999,L,-0.2024999999999999,L,0
compressor,0.08000000000000007,M,-0.345,L,3
compromise,0.15500000000000003,M,-0.41000000000000003,L,3
compulsion,-0.26249999999999996,L,-0.02750000000000008,M,1
compulsive,-0.125,L,-0.08250000000000002,M,1
compulsory,-0.20999999999999996,L,-0.31999999999999995,L,0
compute,0.18500000000000005,M,-0.38749999999999996,L,3
computer,0.45999999999999996,M,-0.020000000000000018,M,4
computerized,0.3425,M,-0.1875,L,3
computing,0.27249999999999996,M,-0.3325,L,3
comrade,0.575,H,-0.1875,L,6
con,-0.4475,L,-0.1200000000000001,M,1
conceal,-0.26249999999999996,L,-0.31499999999999995,L,0
concealment,-0.1975,L,-0.13749999999999996,M,1
concede,-0.1299999999999999,L,-0.5675,L,0
conceit,-0.3125,L,-0.2250000000000001,L,0
conceited,-0.5625,L,0.395,H,2
conceivable,0.1499999999999999,M,-0.14749999999999996,L,3
conceive,0.15749999999999997,M,-0.012499999999999956,M,4
concentrate,0.365,M,0.02750000000000008,M,4
concentration,0.11250000000000004,M,-0.25,L,3
concept,-0.02750000000000008,L,-0.525,L,0
